Task, N, Procs, Threads, T_Serial, T_Parallel, T_Total
Task1, 4250000, 2, 1, 0.010444, 0.518232, 0.528824
Task1, 4250000, 4, 1, 0.020615, 0.259678, 0.280386
Task1, 4250000, 8, 1, 0.018103, 0.131726, 0.155738
Task1, 4500000, 1, 1, 0.003236, 0.562813, 0.566172
Task1, 4500000, 2, 1, 0.009730, 0.562244, 0.572127
Task1, 4500000, 4, 1, 0.028127, 0.283550, 0.312040
Task1, 4500000, 8, 1, 0.019356, 0.142375, 0.169863
Task1, 4750000, 1, 1, 0.003690, 0.606540, 0.610329
Task1, 4750000, 2, 1, 0.014815, 0.604828, 0.619754
Task1, 4750000, 4, 1, 0.030761, 0.306333, 0.337532
Task1, 4750000, 8, 1, 0.017758, 0.154470, 0.180734
Task1, 5000000, 1, 1, 0.003448, 0.652538, 0.656057
Task1, 5000000, 2, 1, 0.014404, 0.650936, 0.665496
Task1, 5000000, 4, 1, 0.020976, 0.353415, 0.374872
Task1, 5000000, 8, 1, 0.023492, 0.168706, 0.194853
Task1, 5250000, 1, 1, 0.001616, 0.699744, 0.701449
Task1, 5250000, 2, 1, 0.013557, 0.698895, 0.712572
Task1, 5250000, 4, 1, 0.036605, 0.350951, 0.387868
Task1, 5250000, 8, 1, 0.018783, 0.176571, 0.204554
Task1, 5500000, 1, 1, 0.003223, 0.746122, 0.749453
Task1, 5500000, 2, 1, 0.011153, 0.745302, 0.756585
Task1, 5500000, 4, 1, 0.031698, 0.374777, 0.406852
Task1, 5500000, 8, 1, 0.022097, 0.189702, 0.220048
Task1, 5750000, 1, 1, 0.003176, 0.794376, 0.797682
Task1, 5750000, 2, 1, 0.010282, 0.791456, 0.801881
Task1, 5750000, 4, 1, 0.032011, 0.397927, 0.430379
Task1, 5750000, 8, 1, 0.020712, 0.201416, 0.231045
Task1, 6000000, 1, 1, 0.003133, 0.843780, 0.846997
Task1, 6000000, 2, 1, 0.017130, 0.841997, 0.859296
Task1, 6000000, 4, 1, 0.034239, 0.423387, 0.458029
Task1, 6000000, 8, 1, 0.025875, 0.213520, 0.248658
Task1, 6250000, 1, 1, 0.003231, 0.892744, 0.896090
Task1, 6250000, 2, 1, 0.014626, 0.892741, 0.907532
Task1, 6250000, 4, 1, 0.034099, 0.448919, 0.483640
Task1, 6250000, 8, 1, 0.020572, 0.228156, 0.257692
Task1, 6500000, 1, 1, 0.003967, 0.940878, 0.944952
Task1, 6500000, 2, 1, 0.015156, 0.941604, 0.956889
Task1, 6500000, 4, 1, 0.030133, 0.471534, 0.501940
Task1, 6500000, 8, 1, 0.022402, 0.237575, 0.269499
Task1, 6750000, 1, 1, 0.003428, 0.994132, 0.997693
Task1, 6750000, 2, 1, 0.014599, 0.990606, 1.005260
Task1, 6750000, 4, 1, 0.032166, 0.497820, 0.530386
Task1, 6750000, 8, 1, 0.023464, 0.251412, 0.283807
Task1, 7000000, 1, 1, 0.005112, 1.047926, 1.053153
Task1, 7000000, 2, 1, 0.018342, 1.054845, 1.073397
Task1, 7000000, 4, 1, 0.037164, 0.525494, 0.563187
Task1, 7000000, 8, 1, 0.024751, 0.266677, 0.295553
Task1, 7250000, 1, 1, 0.004699, 1.107841, 1.112632
Task1, 7250000, 2, 1, 0.019286, 1.101996, 1.121453
Task1, 7250000, 4, 1, 0.034872, 0.551265, 0.586347
Task1, 7250000, 8, 1, 0.026697, 0.277594, 0.313612
Task1, 7500000, 1, 1, 0.004463, 1.156882, 1.161455
Task1, 7500000, 2, 1, 0.020085, 1.152908, 1.173211
Task1, 7500000, 4, 1, 0.042455, 0.581522, 0.624498
Task1, 7500000, 8, 1, 0.027577, 0.292006, 0.327129
Task1, 7750000, 1, 1, 0.004156, 1.212045, 1.216308
Task1, 7750000, 2, 1, 0.015499, 1.220668, 1.236608
Task1, 7750000, 4, 1, 0.029216, 0.605252, 0.636880
Task1, 7750000, 8, 1, 0.025597, 0.305527, 0.340313
Task1, 8000000, 1, 1, 0.004454, 1.264061, 1.268618
Task1, 8000000, 2, 1, 0.020694, 1.261303, 1.282133
Task1, 8000000, 4, 1, 0.036568, 0.635291, 0.672547
Task1, 8000000, 8, 1, 0.025238, 0.320697, 0.354752
Task1, 8250000, 1, 1, 0.005415, 1.320914, 1.326436
Task1, 8250000, 2, 1, 0.012594, 1.318492, 1.331195
Task1, 8250000, 4, 1, 0.037182, 0.681176, 0.718900
Task1, 8250000, 8, 1, 0.027040, 0.332857, 0.370069
Task1, 8500000, 1, 1, 0.004913, 1.375928, 1.380935
Task1, 8500000, 2, 1, 0.028681, 1.373873, 1.402685
Task1, 8500000, 4, 1, 0.034468, 0.693112, 0.730952
Task1, 8500000, 8, 1, 0.029105, 0.346172, 0.384517
Task1, 8750000, 1, 1, 0.002351, 1.434719, 1.437138
Task1, 8750000, 2, 1, 0.021385, 1.430557, 1.452071
Task1, 8750000, 4, 1, 0.037068, 0.717741, 0.754967
Task1, 8750000, 8, 1, 0.026688, 0.372670, 0.404741
Task1, 9000000, 1, 1, 0.003667, 1.492337, 1.496108
Task1, 9000000, 2, 1, 0.020509, 1.489019, 1.509665
Task1, 9000000, 4, 1, 0.039239, 0.766500, 0.808792
Task1, 9000000, 8, 1, 0.028374, 0.377096, 0.414613
Task1, 9250000, 1, 1, 0.005474, 1.551579, 1.557190
Task1, 9250000, 2, 1, 0.020469, 1.547531, 1.568183
Task1, 9250000, 4, 1, 0.038488, 0.778379, 0.817363
Task1, 9250000, 8, 1, 0.026530, 0.396013, 0.429036
Task1, 9500000, 1, 1, 0.005169, 1.610888, 1.616163
Task1, 9500000, 2, 1, 0.026720, 1.607791, 1.634646
Task1, 9500000, 4, 1, 0.037735, 0.806283, 0.844428
Task1, 9500000, 8, 1, 0.026194, 0.415433, 0.450803
Task1, 9750000, 1, 1, 0.002412, 1.676197, 1.678687
Task1, 9750000, 2, 1, 0.024196, 1.670055, 1.694379
Task1, 9750000, 4, 1, 0.039497, 0.837878, 0.877547
Task1, 9750000, 8, 1, 0.032429, 0.423411, 0.460022
Task1, 10000000, 1, 1, 0.005466, 1.734728, 1.740310
Task1, 10000000, 2, 1, 0.019415, 1.732550, 1.752151
Task1, 10000000, 4, 1, 0.047458, 0.877910, 0.925792
Task1, 10000000, 8, 1, 0.030914, 0.438809, 0.476630
